Restaurant,Food Item,Serving Size,Calories,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrates,Dietary Fiber,Sugars,Proteins,Vitamin A,Vitamin C,Calcium,Iron
"""Muscle Maker Grill""","""Chicken Breast Signature Sandwich""","""1 sandwich ( 332 g )""",550,135,15,6,,,610,38,3,8,54,,,,
"""Muscle Maker Grill""","""Chicken Caesar Wrap""","""1 wrap ( 283 g )""",600,288,32,7,,,1070,55,3,3,44,,,,
"""Muscle Maker Grill""","""Chocolate Banana Shake, 16oz""","""16 oz ( 32 g )""",200,18,2,1,,,115,25,5,9,22,,,,
"""Muscle Maker Grill""","""Chocolate Banana Shake, 32oz""","""32 oz ( None g )""",400,36,4,2,,,230,50,10,18,44,,,,
"""Muscle Maker Grill""","""Chocolate Peanut Butter Shake, 16oz""","""16 oz ( 32 g )""",240,72,8,2,,,210,18,4,4,26,,,,
"""Muscle Maker Grill""","""Chocolate Peanut Butter Shake, 32oz""","""32 oz ( None g )""",480,144,16,4,,,420,36,8,8,52,,,,
"""Muscle Maker Grill""","""Chocolate Shake, 16oz""","""16 oz ( 32 g )""",150,18,2,1,,,115,12,3,2,21,,,,
"""Muscle Maker Grill""","""Chocolate Shake, 32oz""","""32 oz ( None g )""",300,36,4,2,,,230,24,6,4,42,,,,
"""Muscle Maker Grill""","""Classic White Skinny Flatbread""","""1 flatbread ( None g )""",580,171,19,8,,,1070,67,4,6,30,,,,
"""Muscle Maker Grill""","""Edamame""","""1 order ( 85 g )""",240,90,10,1,,,300,20,10,4,22,,,,
"""Muscle Maker Grill""","""El Mexicana Bowl""","""1 bowl ( 386 g )""",490,99,11,3.5,,,1240,49,7,7,51,,,,
"""Muscle Maker Grill""","""European Wrap""","""1 wrap ( 340 g )""",540,108,12,2,,,1180,56,4,5,49,,,,
"""Muscle Maker Grill""","""Four Berry Smoothie, 16oz""","""16 oz ( None g )""",210,0,0,0,,,50,51,2,50,2,,,,
"""Muscle Maker Grill""","""Four Berry Smoothie, 20oz""","""20 oz ( None g )""",260,0,0,0,,,65,64,3,63,3,,,,
"""Muscle Maker Grill""","""Fresh Strawberry Banana Shake, 16oz""","""16 oz ( 32 g )""",190,9,1,0,,,90,13,5,9,22,,,,
"""Muscle Maker Grill""","""Fresh Strawberry Banana Shake, 32oz""","""32 oz ( None g )""",380,18,2,0,,,180,26,10,18,44,,,,
"""Muscle Maker Grill""","""Godfather Bowl""","""1 bowl ( 375 g )""",440,72,8,5,,,970,24,6,11,60,,,,
"""Muscle Maker Grill""","""Grilled Entree Bowl""","""1 bowl ( None g )""",480,81,9,2.5,,,150,46,7,4,60,,,,
"""Muscle Maker Grill""","""Italiano Salad""","""1 salad ( 414 g )""",430,63,7,6,,,1240,22,6,11,53,,,,
"""Muscle Maker Grill""","""Kale And Quinoa Salad""","""1 salad ( None g )""",400,180,20,2,,,740,26,9,5,32,,,,
"""Muscle Maker Grill""","""Kale And Quinoa Wrap""","""1 wrap ( None g )""",700,243,27,2,,,1430,77,11,7,41,,,,
"""Muscle Maker Grill""","""Lean & Mean Cheeseburger Salad""","""1 salad ( 368 g )""",550,369,41,13,,,1190,21,4,7,39,,,,
"""Muscle Maker Grill""","""Loaded Baked Potato""","""1 order ( 233 g )""",250,54,6,3.5,,,200,38,5,3,12,,,,
"""Muscle Maker Grill""","""Mango Tropics Smoothie, 16oz""","""16 oz ( 32 g )""",210,0,0,0,,,10,51,2,45,2,,,,
"""Muscle Maker Grill""","""Mango Tropics Smoothie, 20oz""","""20 oz ( None g )""",260,0,0,0,,,15,64,3,56,3,,,,
"""Muscle Maker Grill""","""Mardi Gras Grilled Chicken Salad""","""1 salad ( 345 g )""",390,180,20,6,,,1040,11,4,4,44,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Arizona (Tucson)""","""1 serving ( None g )""",340,63,7,2,,,410,33,2,3,31,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, El Mexicana (Tejas Fajita Chicken)""","""1 serving ( None g )""",350,72,8,3,,,780,38,5,4,37,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Fit""","""1 serving ( None g )""",220,54,6,1.5,,,95,9,4,2,36,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Flex""","""1 serving ( None g )""",410,54,6,1.5,,,190,52,3,0,38,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Godfather Bowl""","""1 serving ( None g )""",320,54,6,3,,,840,21,6,10,42,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Steak Arizona""","""1 serving ( None g )""",370,99,11,3.5,,,430,33,2,3,27,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Steak El Mexicana""","""1 serving ( None g )""",380,108,12,4.5,,,800,35,5,4,34,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Teriyaki Steak Stir Fry (Chop Chop)""","""1 serving ( None g )""",510,198,22,4.5,,,720,38,2,5,35,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Teriyaki Stir Fry""","""1 serving ( None g )""",480,198,22,3.5,,,700,38,4,5,35,,,,
"""Muscle Maker Grill""","""Meal Plan Bowl, Turkey Chili (Cabo Chili)""","""1 serving ( None g )""",480,144,16,5,,,790,59,4,4,26,,,,
"""Muscle Maker Grill""","""Meal Plan Pasta, Cajun Chicken and Penne""","""1 serving ( None g )""",410,63,7,1,,,1450,45,5,5,35,,,,
"""Muscle Maker Grill""","""Meal Plan Pasta, Cajun Steak and Penne""","""1 serving ( None g )""",440,99,11,2.5,,,1100,45,5,7,33,,,,
"""Muscle Maker Grill""","""Meal Plan Pasta, Champion""","""1 serving ( None g )""",380,81,9,2,,,480,46,9,3,26,,,,
"""Muscle Maker Grill""","""Meal Plan Pasta, Penne Romano""","""1 serving ( None g )""",380,63,7,1.5,,,370,42,5,3,35,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Chicken Caesar""","""1 serving ( None g )""",210,126,14,3,,,280,3,1,1,28,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Hollywood""","""1 serving ( None g )""",250,81,9,3,,,430,13,3,9,32,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Italiano (Little Italy)""","""1 serving ( None g )""",270,36,4.5,4.5,,,680,11,3,5,35,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Mardi Gras (Jazz Fest)""","""1 serving ( None g )""",250,153,17,4,,,730,5,1,2,30,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Steak Caesar""","""1 serving ( None g )""",240,162,18,4.5,,,300,3,1,1,26,,,,
"""Muscle Maker Grill""","""Meal Plan Salad, Turkey Taco (Tijuana Taco)""","""1 serving ( None g )""",310,135,15,7,,,740,11,3,4,30,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, BBQ Chicken""","""1 serving ( None g )""",720,180,20,8,,,1440,69,2,8,61,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Rocky (Rocky Balboa)""","""1 serving ( None g )""",680,162,18,6,,,1360,66,3,4,55,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Santa Fe""","""1 serving ( None g )""",740,198,22,8,,,1620,77,8,9,50,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Signature (Mona Lisa)""","""1 serving ( None g )""",530,126,14,4,,,810,57,6,6,29,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Steak Santa Fe""","""1 serving ( None g )""",770,234,26,9,,,1640,77,8,9,48,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Turkey Burger Wrap (XXL)""","""1 serving ( None g )""",620,207,23,9,,,1520,63,2,7,39,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Turkey Meatball""","""1 serving ( None g )""",670,171,19,9,,,1550,73,3,5,42,,,,
"""Muscle Maker Grill""","""Meal Plan Wrap, Yee-Ha! (Pocahontas)""","""1 serving ( None g )""",640,135,15,4,,,1450,75,4,12,39,,,,
"""Muscle Maker Grill""","""MMG Margherita Skinny Flatbread""","""1 flatbread ( None g )""",600,180,20,9,,,1260,70,4,8,32,,,,
"""Muscle Maker Grill""","""MMG Signature Wrap""","""1 wrap ( 361 g )""",710,189,21,7,,,1330,67,4,11,55,,,,
"""Muscle Maker Grill""","""Muscle Maker Caesar Salad""","""1 salad ( 311 g )""",350,207,23,7,,,760,8,3,2,32,,,,
"""Muscle Maker Grill""","""Nuggets""","""1 order ( None g )""",380,126,14,3,,,1080,15,1,4,46,,,,
"""Muscle Maker Grill""","""Peach Pear Apricot Smoothie, 16oz""","""16 oz ( 32 g )""",210,0,0,0,,,20,50,2,46,2,,,,
"""Muscle Maker Grill""","""Penne & Reduced Fat Vodka Sauce with Chicken""","""1 order ( 494 g )""",620,108,12,2.5,,,450,71,10,6,55,,,,
"""Muscle Maker Grill""","""Pineapple Smoothie, 16oz""","""16 oz ( 32 g )""",210,0,0,0,,,10,50,2,45,2,,,,
"""Muscle Maker Grill""","""Premium Burger""","""1 sandwich ( 299 g )""",610,225,25,11,,,860,38,3,8,46,,,,
"""Muscle Maker Grill""","""Rocky Wrap""","""1 wrap ( 303 g )""",680,162,18,6,,,1360,66,3,4,55,,,,
"""Muscle Maker Grill""","""Santa Ana Bowl""","""1 bowl ( None g )""",440,126,14,6,,,1000,26,6,9,41,,,,
"""Muscle Maker Grill""","""Santa Fe Wrap""","""1 wrap ( 279 g )""",700,198,22,8,,,1620,77,8,9,49,,,,
"""Muscle Maker Grill""","""Sesame Chicken Teriyaki Pasta""","""1 order ( 445 g )""",790,243,27,4.5,,,1320,81,9,12,56,,,,
"""Muscle Maker Grill""","""Side Baked Potato""","""1 side order ( 153 g )""",160,0,0,0,,,20,37,4,2,4,,,,
"""Muscle Maker Grill""","""Side Brown Rice""","""1 side order ( 202 g )""",180,9,1,0,,,170,39,2,0,4,,,,
"""Muscle Maker Grill""","""Side Brown Rice And Beans""","""1 side order ( 282 g )""",170,9,1,0,,,660,34,5,2,6,,,,
"""Muscle Maker Grill""","""Side Caesar Salad""","""1 side order ( None g )""",80,90,10,1.5,,,230,4,2,1,2,,,,
"""Muscle Maker Grill""","""Side Cajun Pasta""","""1 side order ( None g )""",290,36,4,0,,,520,48,5,4,8,,,,
"""Muscle Maker Grill""","""Side Cucumber Salad""","""1 side order ( 202 g )""",25,0,0,0,,,75,4,2,2,2,,,,
"""Muscle Maker Grill""","""Side Fresh Fish Or Shrimp""","""1 side order ( 227 g )""",170,18,2.5,0,,,400,0,0,0,35,,,,
"""Muscle Maker Grill""","""Side Grass-Fed Steak""","""1 side order ( 142 g )""",210,90,10,3,,,75,0,0,0,30,,,,
"""Muscle Maker Grill""","""Side Grilled Chicken Breast""","""1 side order ( 170 g )""",210,54,6,2,,,60,0,0,0,39,,,,
"""Muscle Maker Grill""","""Side Guacamole""","""1 side order ( None g )""",100,72,8,1,,,520,7,4,1,1,,,,
"""Muscle Maker Grill""","""Side Pasta Salad""","""1 side order ( 184 g )""",150,63,7,1.5,,,580,18,2,2,4,,,,
"""Muscle Maker Grill""","""Side Savory Spinach""","""1 side order ( 154 g )""",50,9,1,0,,,270,7,4,1,5,,,,
"""Muscle Maker Grill""","""Side Steamed Broccoli""","""1 side order ( 59 g )""",40,0,0,0,,,35,8,3,2,3,,,,
"""Muscle Maker Grill""","""Side Sweet Potato Fries""","""1 side order ( None g )""",170,54,6,0,,,260,28,4,9,2,,,,
"""Muscle Maker Grill""","""Side Turkey Meatballs""","""1 side order ( 156 g )""",300,126,14,3.5,,,440,23,1,2,31,,,,
"""Muscle Maker Grill""","""Side Western Potatoes""","""1 side order ( 198 g )""",90,0,0,0,,,530,21,3,3,2,,,,
"""Muscle Maker Grill""","""Snappy Apple Shake, 16oz""","""16 oz ( 32 g )""",190,9,1,0,,,135,25,1,15,21,,,,
"""Muscle Maker Grill""","""Snappy Apple Shake, 32oz""","""32 oz ( None g )""",380,18,2,0,,,270,50,2,30,42,,,,
"""Muscle Maker Grill""","""Strawberry Shake, 16oz""","""16 oz ( 32 g )""",140,9,1,0,,,90,12,3,2,21,,,,
"""Muscle Maker Grill""","""Strawberry Shake, 32oz""","""32 oz ( None g )""",280,18,2,0,,,180,24,6,4,42,,,,
"""Muscle Maker Grill""","""Strawberry Smoothie, 16oz""","""16 oz ( None g )""",210,0,0,0,,,10,50,2,45,0,,,,
"""Muscle Maker Grill""","""Strawberry Smoothie, 20oz""","""20 oz ( None g )""",260,0,0,0,,,15,63,3,56,0,,,,
"""Muscle Maker Grill""","""Teriyaki Stir-Fry Bowl""","""1 bowl ( 493 g )""",580,189,21,2,,,950,67,7,13,37,,,,
"""Muscle Maker Grill""","""Tex Mex Fajita Wrap""","""1 wrap ( 355 g )""",600,171,19,7,,,1260,60,3,5,50,,,,
"""Muscle Maker Grill""","""The Works Skinny Flatbread""","""1 flatbread ( None g )""",750,243,27,11,,,1620,78,6,9,43,,,,
"""Muscle Maker Grill""","""Traditional Cheese Skinny Flatbread""","""1 flatbread ( None g )""",580,180,20,8,,,1200,67,4,6,30,,,,
"""Muscle Maker Grill""","""Tropical Paradise Shake, 16oz""","""16 oz ( 32 g )""",270,9,1,0,,,130,43,2,31,22,,,,
"""Muscle Maker Grill""","""Tropical Paradise Shake, 32oz""","""32 oz ( None g )""",540,18,2,0,,,260,86,4,62,44,,,,
"""Muscle Maker Grill""","""Turkey Chili Bowl""","""1 bowl ( 506 g )""",550,189,21,6,,,950,56,5,5,33,,,,
"""Muscle Maker Grill""","""Turkey Chili Cup""","""1 order ( None g )""",300,180,20,7,,,420,3,1,1,27,,,,
"""Muscle Maker Grill""","""Turkey Meatball Wrap""","""1 wrap ( 321 g )""",670,171,19,9,,,1550,73,3,5,42,,,,
"""Muscle Maker Grill""","""Turkey Taco Salad""","""1 salad ( 452 g )""",440,234,26,9,,,890,15,5,6,37,,,,
"""Muscle Maker Grill""","""Vanilla Shake, 16oz""","""16 oz ( 32 g )""",140,9,1,0,,,130,12,1,3,21,,,,
"""Muscle Maker Grill""","""Vanilla Shake, 32oz""","""32 oz ( None g )""",280,18,2,0,,,260,24,2,6,42,,,,
"""Muscle Maker Grill""","""Veggie Wrap""","""1 wrap ( 322 g )""",470,126,14,3.5,,,1140,66,5,10,20,,,,
"""Muscle Maker Grill""","""XXL Turkey Burger Wrap""","""1 wrap ( 322 g )""",620,207,23,9,,,1520,63,2,7,39,,,,
"""Muscle Maker Grill""","""Yee-Ha! (Pocahontas) Wrap""","""1 wrap ( 304 g )""",640,135,15,4,,,1450,75,4,12,39,,,,
"""Hummus And Pita Co.""","""Amber""","""1 serving ( 56 g )""",35,0,0,0,0,0,320,4,0,0,1,,,,
"""Hummus And Pita Co.""","""Baba Ganoosh""","""1 serving ( 80 g )""",80,54,6,1,0,5,380,6,0,4,0,,,,
"""Hummus And Pita Co.""","""Baba Ghanoush Tahini""","""1 serving ( 80 g )""",60,27,3,1,0,5,280,4,0,4,2,,,,
"""Hummus And Pita Co.""","""Baklava""","""1 serving ( 220 g )""",10,18,2,0,0,20,25,4,6,2,0,,,,
"""Hummus And Pita Co.""","""Beet Salad""","""1 serving ( 80 g )""",40,0,0,0,0,0,40,4,2,2,0,,,,
"""Hummus And Pita Co.""","""Cake Batter Hummus""","""1 serving ( 59 g )""",100,18,2.5,0,0,0,20,17,4,5,5,,,,
"""Hummus And Pita Co.""","""Carrots Salad""","""1 serving ( 8 g )""",40,0,0,0,0,0,240,6,3,3,1,,,,
"""Hummus And Pita Co.""","""Cheese Boureka""","""1 serving ( 320 g )""",20,54,6,0,120,420,30,2,2,18,0,,,,
"""Hummus And Pita Co.""","""Chicken""","""1 serving ( 55 g )""",130,63,7,1,0,80,220,1,0,0,16,,,,
"""Hummus And Pita Co.""","""Chickpea Chiller""","""12 oz ( None g )""",380,108,12,3,0,0,25,44,12,28,14,,,,
"""Hummus And Pita Co.""","""Chickpea Salad""","""1 serving ( 80 g )""",40,18,2,0,0,0,140,6,4,0,4,,,,
"""Hummus And Pita Co.""","""Chimichurri""","""1 serving ( 28 g )""",70,72,8,1,0,5,120,1,0,0,0,,,,
"""Hummus And Pita Co.""","""Chocolate Hummus""","""1 serving ( 59 g )""",120,27,3,0.5,0,0,25,22,4,5,4,,,,
"""Hummus And Pita Co.""","""Cinnamon Chips""","""14 chips ( 240 g )""",10,45,5,0,0,180,25,2,18,3,0,,,,
"""Hummus And Pita Co.""","""Coleslaw""","""1 serving ( 80 g )""",140,72,8,2,0,5,280,12,3,10,1,,,,
"""Hummus And Pita Co.""","""Cookie Dough Hummus""","""1 serving ( 59 g )""",110,27,3,0.5,0,0,20,20,4,5,5,,,,
"""Hummus And Pita Co.""","""Corn Salad""","""1 serving ( 80 g )""",80,9,1,0,0,0,120,8,1,2,1,,,,
"""Hummus And Pita Co.""","""Cucumber""","""1 serving ( 30 g )""",5,0,0,0,0,0,0,2,1,1,0,,,,
"""Hummus And Pita Co.""","""Falafel""","""1 serving ( 100 g )""",260,27,3,0,0,0,450,28,9,5,9,,,,
"""Hummus And Pita Co.""","""Feta""","""1 serving ( 28 g )""",80,54,6,4,0,20,280,1,1,0,5,,,,
"""Hummus And Pita Co.""","""Flavored Chickpea Chiller""","""12 oz ( None g )""",410,108,12,3,0,0,25,44,12,28,14,,,,
"""Hummus And Pita Co.""","""Fried Eggplant""","""1 serving ( 80 g )""",110,18,2,1,0,60,200,14,3,12,3,,,,
"""Hummus And Pita Co.""","""Grilled Onion""","""1 serving ( 80 g )""",40,27,3,0,0,0,60,4,1,6,0,,,,
"""Hummus And Pita Co.""","""Grilled Vegetables""","""1 serving ( 80 g )""",60,18,2.5,0,0,0,60,6,2,3,2,,,,
"""Hummus And Pita Co.""","""Gyro""","""1 serving ( 220 g )""",220,108,12,6,0,80,320,3,1,1,18,,,,
"""Hummus And Pita Co.""","""Hand Cut Fries""","""1 large order ( 340 g )""",15,18,2.5,0,0,240,45,5,1,0,0,,,,
"""Hummus And Pita Co.""","""Hard Boil Egg""","""1 serving ( 45 g )""",70,45,5,1.5,0,190,55,1,0,1,6,,,,
"""Hummus And Pita Co.""","""Harissa""","""1 serving ( 28 g )""",40,36,4,0,0,0,160,4,2,1,1,,,,
"""Hummus And Pita Co.""","""Hot Peppers""","""1 serving ( 20 g )""",25,36,4,1,0,0,280,2,2,0,0,,,,
"""Hummus And Pita Co.""","""Israeli Cous Cous""","""1 serving ( 80 g )""",200,9,1,0,0,0,220,48,6,2,10,,,,
"""Hummus And Pita Co.""","""Israeli Salad""","""1 serving ( 80 g )""",15,0,0,0,0,0,20,3,0,2,0,,,,
"""Hummus And Pita Co.""","""Jalapeno/Spicy Pepper Hummus""","""1 serving ( 56 g )""",120,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Laffa Bread""","""1 serving ( 125 g )""",240,36,4,1,0,0,340,42,4,8,11,,,,
"""Hummus And Pita Co.""","""Lettuce""","""1 serving ( 40 g )""",5,0,0,0,0,0,10,1,1,0,1,,,,
"""Hummus And Pita Co.""","""Mediterranean Couscous Salad""","""1 serving ( 80 g )""",110,72,8,0.5,0,0,360,16,2,3,4,,,,
"""Hummus And Pita Co.""","""Mediterranean Quinoa Salad""","""1 serving ( 80 g )""",280,90,10,4,0,10,480,34,7,6,12,,,,
"""Hummus And Pita Co.""","""Mediterranean Rice""","""1 serving ( 80 g )""",120,45,5,4,0,10,40,18,1,0,2,,,,
"""Hummus And Pita Co.""","""Moroccan Cigars""","""3 pieces ( 220 g )""",10,45,5,0,28,110,30,1,18,2,0,,,,
"""Hummus And Pita Co.""","""Morroccan Beans""","""1 serving ( 80 g )""",80,0,0,0,0,0,340,8,6,2,4,,,,
"""Hummus And Pita Co.""","""Mushroom Hummus""","""1 serving ( 56 g )""",120,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Nacho Chickpeas""","""14 chips ( 140 g )""",0,0,0,0,180,5,5,0,6,0,0,,,,
"""Hummus And Pita Co.""","""Olives""","""1 serving ( 28 g )""",50,36,4,0,0,0,480,2,0,0,0,,,,
"""Hummus And Pita Co.""","""Original Hummus""","""1 serving ( 56 g )""",110,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Parmesan Chickpeas""","""14 chips ( 140 g )""",0,0,0,0,180,5,5,0,6,0,0,,,,
"""Hummus And Pita Co.""","""Pickles""","""1 serving ( 40 g )""",5,0,0,0,0,0,240,1,1,1,0,,,,
"""Hummus And Pita Co.""","""Pita Chips""","""14 chips ( 130 g )""",5,27,3.5,0,0,260,20,0,0,3,0,,,,
"""Hummus And Pita Co.""","""Pita, White""","""1 serving ( 100 g )""",240,9,1,0,0,0,360,47,3,5,9,,,,
"""Hummus And Pita Co.""","""Pita, Whole Wheat""","""1 serving ( 100 g )""",220,18,2,0,0,0,330,43,5,6,9,,,,
"""Hummus And Pita Co.""","""Potato Boureka""","""1 serving ( 220 g )""",10,18,2,0,0,210,15,0,0,2,0,,,,
"""Hummus And Pita Co.""","""Red Cabbage""","""1 serving ( 40 g )""",25,0,0,0,0,0,180,6,1,4,1,,,,
"""Hummus And Pita Co.""","""Red Onion""","""1 serving ( 28 g )""",10,0,0,0,0,0,5,2,0,1,0,,,,
"""Hummus And Pita Co.""","""Roasted Pepper Hummus""","""1 serving ( 56 g )""",120,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Rugelach""","""3 pieces ( 280 g )""",15,27,3,0,0,160,25,8,8,6,0,,,,
"""Hummus And Pita Co.""","""Schug""","""1 serving ( 28 g )""",40,36,4,0,0,0,160,4,2,1,1,,,,
"""Hummus And Pita Co.""","""Shawarma""","""1 serving ( 200 g )""",280,90,10,2,0,50,350,2,0,0,32,,,,
"""Hummus And Pita Co.""","""Spanakopita Boureka""","""1 serving ( 280 g )""",15,36,4,0,80,360,20,1,0,14,0,,,,
"""Hummus And Pita Co.""","""Spanish Eggplant""","""1 serving ( 80 g )""",150,72,8,1,0,0,240,6,3,6,0,,,,
"""Hummus And Pita Co.""","""Spicy Chickpeas""","""14 chips ( 140 g )""",0,0,0,0,180,5,5,0,6,0,0,,,,
"""Hummus And Pita Co.""","""Spinach Hummus""","""1 serving ( 56 g )""",110,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Steak""","""1 serving ( 200 g )""",200,90,10,3,0,40,70,0,0,0,26,,,,
"""Hummus And Pita Co.""","""Stuffed Grape Leaves""","""1 serving ( 80 g )""",110,36,4,1,0,0,140,16,3,0,4,,,,
"""Hummus And Pita Co.""","""Sundried Tomato Hummus""","""1 serving ( 56 g )""",110,72,8,1,0,0,240,10,1,0,4,,,,
"""Hummus And Pita Co.""","""Sweet Potato Fries""","""1 large order ( 295 g )""",10,18,2,0,0,240,45,5,14,2,0,,,,
"""Hummus And Pita Co.""","""Tabouleh""","""1 serving ( 80 g )""",80,36,4,0,0,0,240,10,3,1,2,,,,
"""Hummus And Pita Co.""","""Tahina/Spicy Tahina""","""1 serving ( 56 g )""",160,126,14,2,0,0,180,4,2,0,6,,,,
"""Hummus And Pita Co.""","""Tomato""","""1 serving ( 30 g )""",0,0,0,0,0,0,0,1,0,1,0,,,,
"""Hummus And Pita Co.""","""Toum""","""1 serving ( 28 g )""",80,72,8,2,0,0,110,2,0,0,0,,,,
"""Hummus And Pita Co.""","""Turkish Salad""","""1 serving ( 80 g )""",80,27,3,0,0,0,680,14,4,8,6,,,,
"""Hummus And Pita Co.""","""Tzatziki""","""1 serving ( 56 g )""",45,18,2,1,0,5,150,3,0,2,2,,,,
"""Pinkberry""","""Agave Nectar Topping""","""1 Serving ( 9 g )""",25,0,0,0,0,0,0,7,0,7,0,0,0,0,0
"""Pinkberry""","""Almond Roca Topping""","""1 Scoop ( 9 g )""",50,27,3.5,2,0,5,30,4,0,4,1,0,0,0,0
"""Pinkberry""","""Banana Topping""","""1 Scoop ( 20 g )""",20,0,0,0,0,0,0,5,1,2,0,0,2,0,0
"""Pinkberry""","""Blackberry Topping""","""1 Scoop ( 21 g )""",10,0,0,0,0,0,0,2,1,1,0,0,8,0,0
"""Pinkberry""","""Blood Orange Topping""","""1 Scoop ( 10 g )""",5,0,0,0,0,0,0,1,0,1,0,0,8,0,0
"""Pinkberry""","""Blueberry Topping""","""1 Scoop ( 13 g )""",5,0,0,0,0,0,0,2,0,1,0,0,2,0,0
"""Pinkberry""","""Brownie Bites Topping""","""1 Scoop ( 11 g )""",50,18,2.5,1,0,10,65,7,0,4,1,2,0,0,2
"""Pinkberry""","""Candied Pecans Topping""","""1 Scoop ( 10 g )""",60,54,6,0.5,0,0,10,4,1,2,1,0,0,0,2
"""Pinkberry""","""Caramelized Almonds Topping""","""1 Scoop ( 9 g )""",45,18,2,0,0,0,20,6,0,5,1,0,0,0,0
"""Pinkberry""","""Carob Chips Topping""","""1 Scoop ( 12 g )""",60,18,2.5,2.5,0,0,0,9,1,9,0,0,0,0,0
"""Pinkberry""","""Cheesecake Bites Topping""","""1 Scoop ( 12 g )""",40,18,2.5,1.5,0,10,35,4,0,2,1,0,0,0,2
"""Pinkberry""","""Chocolate Banana Smoothie, 16 fl oz""","""16 fl oz ( 458 g )""",500,90,10,3,0,10,210,91,4,75,15,6,20,50,6
"""Pinkberry""","""Chocolate Banana Smoothie, 24 fl oz""","""24 fl oz ( 701 g )""",760,126,14,4.5,0,10,310,138,7,113,24,10,25,70,8
"""Pinkberry""","""Chocolate Chip Cookie Dough Topping""","""1 Scoop ( 10 g )""",45,18,2,1.5,0,0,30,7,0,3,0,0,0,0,0
"""Pinkberry""","""Chocolate Chip Cookie Topping""","""1 Scoop ( 11 g )""",50,18,2.5,1,0,0,35,7,0,4,0,0,0,0,2
"""Pinkberry""","""Chocolate Chip Cookie Yogurt, Large""","""1 Serving ( 369 g )""",510,81,9,2.5,0,10,360,92,1,77,16,0,0,50,6
"""Pinkberry""","""Chocolate Chip Cookie Yogurt, Medium""","""1 Serving ( 227 g )""",320,45,5,1.5,0,5,220,57,1,47,9,0,0,30,4
"""Pinkberry""","""Chocolate Chip Cookie Yogurt, Mini""","""1 Serving ( 85 g )""",120,18,2,0.5,0,0,85,21,0,18,3,0,0,10,2
"""Pinkberry""","""Chocolate Chip Cookie Frozen Yogurt, Small""","""1 serving ( 142 g )""",200,27,3.5,1,0,5,140,35,1,30,6,0,0,20,2
"""Pinkberry""","""Chocolate Chip Cookie Yogurt, Take Home""","""1 Serving ( 709 g )""",980,144,16,5,0,15,690,177,3,148,29,0,0,100,15
"""Pinkberry""","""Chocolate Chips Topping""","""1 Scoop ( 12 g )""",60,27,3,2,0,0,0,8,1,7,1,0,0,0,4
"""Pinkberry""","""Chocolate Covered Pretzel Topping""","""1 Scoop ( 9.3 g )""",45,18,2,1.5,0,0,55,7,0,3,1,0,0,0,2
"""Pinkberry""","""Chocolate Flavored Sauce Topping""","""1 serving ( 7.3 g )""",15,0,0,0,0,0,0,4,0,3,0,0,0,0,0
"""Pinkberry""","""Chocolate Hazelnut Yogurt, Large""","""1 Serving ( 369 g )""",590,135,15,4.5,0,10,250,96,2,90,17,0,0,50,6
"""Pinkberry""","""Chocolate Hazelnut Yogurt, Medium""","""1 Serving ( 227 g )""",360,81,9,3,0,5,160,59,1,55,10,0,0,35,4
"""Pinkberry""","""Chocolate Hazelnut Yogurt, Mini""","""1 Serving ( 85 g )""",140,27,3.5,1,0,0,60,22,1,21,4,0,0,10,2
"""Pinkberry""","""Chocolate Hazelnut Yogurt, Small""","""1 Serving ( 142 g )""",230,54,6,2,0,5,100,37,1,34,6,0,0,20,2
"""Pinkberry""","""Chocolate Hazelnut Yogurt, Take Home""","""1 Serving ( 709 g )""",1130,252,28,9,0,20,490,184,4,172,32,0,2,100,10
